# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.9550517144288282,0.5681327395353882,8.734611192028462,0,3.0,-0.030896342775841468,0.0,0.0,0.0
 0.1389211182352535,1.983664593660228,0.572528816129674,8.734611192028462,0.4167633547057606,3.000000000000001,-0.030896342775841468,0.0,-0.8925381565543605,0.0
 0.19615808780716085,2.0121032090081505,0.5768721673659499,8.683525012719995,0.5884742634214827,3.0000000000000004,-0.031290849515339766,0.0,-1.1762591123963395,0.0
 0.23986994610264967,2.040368753991316,0.5811631328114241,8.632108541080148,0.719609838307949,2.999999999999997,-0.03168861302696174,0.0,-1.410829614521598,0.0
 0.2765478260180949,2.068462422128444,0.5854020520333046,8.580362301897571,0.8296434780542846,2.999999999999997,-0.03208957993660255,0.0,-1.61912590242672,0.0
 0.3087104769919704,2.0963854069382544,0.5895892645987995,8.52828692061506,0.9261314309759111,3.0,-0.0324936928461645,0.0,-1.8106850515912065,0.0
 0.33765189579107246,2.124138901939468,0.593725110075117,8.475883126223684,1.0129556873732173,3.0,-0.03290089036064938,0.0,-1.990598970400976,0.0
 0.36414209940244,2.1517241006508043,0.5978099280294652,8.423151754189183,1.09242629820732,3.000000000000004,-0.03331110672997446,0.0,-2.161964870642149,0.0
 0.38868366595908826,2.179142196590983,0.6018440580290522,8.370093749423184,1.1660509978772646,2.9999999999999933,-0.033724271908168006,0.0,-2.3268288755835536,0.0
 0.4116262986104402,2.2063943832787247,0.605827839641086,8.316710169288111,1.2348788958313206,3.000000000000007,-0.03414031130234817,0.0,-2.486622656172657,0.0
 0.43322506532107047,2.233481854232749,0.6097616124327749,8.26300218664007,1.2996751959632113,2.9999999999999973,-0.03455914571154267,0.0,-2.642391243555962,0.0
 0.4536728676166637,2.260405802971776,0.613645715971327,8.208971092904232,1.361018602849991,3.0000000000000027,-0.034980691185523556,0.0,-2.7949225293293134,0.0
 0.4731198437479376,2.287167423014526,0.6174804898239503,8.154618301187604,1.4193595312438128,3.0,-0.03540485880011049,0.0,-2.944825804825565,0.0
 0.491685611434346,2.313767907879719,0.6212662735578531,8.099945349418272,1.4750568343030381,3.000000000000003,-0.035831554748272106,0.0,-3.0925818761607315,0.0
 0.5094673381926111,2.3402084510860743,0.6250034067402432,8.04495390351882,1.5284020145778336,3.0000000000000093,-0.03626067999083667,0.0,-3.238576381864572,0.0
 0.5265452565091713,2.3664902461523125,0.628692228938329,7.989645760607395,1.579635769527514,3.0,-0.036692130140739444,0.0,-3.383122706120425,0.0
 0.5429865485394266,2.3926144865971533,0.6323330797193185,7.934022852221882,1.62895964561828,2.9999999999999933,-0.03712579550961842,0.0,-3.5264781906354865,0.0
 0.5588481536952035,2.4185823659393173,0.6359262986504198,7.878087247571563,1.6765444610856104,2.999999999999993,-0.03756156082781019,0.0,-3.668855886402247,0.0
 0.5741788432895238,2.444395077697524,0.6394722252988411,7.821841156810836,1.7225365298685718,3.0000000000000147,-0.03799930512241488,0.0,-3.8104332518748283,0.0
 0.58902078349494,2.4700538153904934,0.6429711992317905,7.76528693432978,1.7670623504848204,3.0000000000000075,-0.03843890159326062,0.0,-3.9513587083714907,0.0
 0.6034107329941988,2.495559772536946,0.646423560016476,7.708427082062858,1.810232198982597,3.0000000000000155,-0.03888021761353576,0.0,-4.091756659611179,0.0
 0.6173809746296742,2.520914142655601,0.6498296472201057,7.651264252814523,1.8521429238890232,3.0,-0.0393231143932579,0.0,-4.2317313898047315,0.0
 0.6309600499365917,2.546118119265179,0.6531898004098879,7.593801253593719,1.8928801498097758,3.000000000000008,-0.03976744701749499,0.0,-4.371370128342472,0.0
 0.6441733452975186,2.5711728958844,0.6565043591530307,7.5360410489559975,1.9325200358925563,2.9999999999999916,-0.040213064187621834,0.0,-4.510745485747146,0.0
 0.6570435648176948,2.5960796660319834,0.659773663016742,7.477986764354788,1.9711306944530849,3.0,-0.04065980830272712,0.0,-4.649917409643947,0.0
 0.66959111560642,2.6208396232266495,0.6629980515682301,7.419641689493902,2.008773346819261,3.0000000000000266,-0.041107515110570536,0.0,-4.788934769386991,0.0
 0.681834424534798,2.6454539609871195,0.6661778643747029,7.361009281674447,2.0455032736043948,2.999999999999982,-0.041556013743989595,0.0,-4.927836648849868,0.0
 0.6937902008168791,2.6699238728321117,0.6693134410033689,7.302093169146157,2.0813706024506384,3.000000000000028,-0.04200512658523853,0.0,-5.066653411126097,0.0
 0.7054736553388877,2.6942505522803466,0.6724051210214359,7.242897154438485,2.116420966016664,3.0,-0.042454669128446997,0.0,-5.205407578152824,0.0
 0.7168986851479053,2.7184351928505444,0.6754532439961122,7.183425217690004,2.150696055443717,3.0000000000000098,-0.04290444988526366,0.0,-5.344114564433165,0.0
 0.7280780296427629,2.7424789880614258,0.6784581494946056,7.12368151995422,2.18423408892829,3.00000000000002,-0.04335427029061846,0.0,-5.482783290267325,0.0
 0.73902340360465,2.7663831314317093,0.6814201770841245,7.063670406490258,2.2170702108139517,3.0000000000000306,-0.04380392470018395,0.0,-5.621416698836336,0.0
 0.7497456111369999,2.7901488164801167,0.684339666331877,7.003396410019517,2.2492368334110013,3.0,-0.0442532001618593,0.0,-5.76001219155922,0.0
 0.7602546437645828,2.813777236725366,0.6872169568050712,6.942864253963147,2.2807639312937504,3.0000000000000213,-0.044701876274334564,0.0,-5.89856199923183,0.0
