# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 6.808550036454987,5.546861740337121,4.4296867047452695,150.06450922918103,-2.3163304646636402,1.715364439780905,0.5591395550386701,0.0,-74.00969284090398,0.0
 6.8177123428928255,5.565066734197226,4.418914472169001,149.3864097440024,-2.301134925024091,1.6584841101576973,0.5665484907336137,0.0,-74.50094023194961,0.0
 6.8269237859947385,5.58312048484309,4.407937683841351,148.7001485720168,-2.286384695072409,1.601294149949062,0.5738820567168591,0.0,-74.98419627090118,0.0
 6.836184011512524,5.601020724527049,4.396754882509307,148.00577800427837,-2.272088768765696,1.5437989365654354,0.5811264795049164,0.0,-75.45872325224451,0.0
 6.845492635789009,5.618765185501439,4.385364610919859,147.30336110113993,-2.2582561272275687,1.486002778420221,0.5882675062435758,0.0,-75.92376766873346,0.0
 6.8548492451609615,5.636351600018594,4.373765411819994,146.59297206501674,-2.244895732170191,1.4279098898183613,0.5952904372936098,0.0,-76.37856183723774,0.0
 6.8642533954108576,5.653777700330853,4.361955827956699,145.87469659362839,-2.232016518804214,1.369524414618866,0.6021801643545182,0.0,-76.82232571681632,0.0
 6.87370461127299,5.671041218690549,4.349934402076966,145.14863221024765,-2.219627388542211,1.3108504178431928,0.6089212141044208,0.0,-77.25426891213243,0.0
 6.88320238599912,5.6881398873500215,4.337699676927781,144.41488856748842,-2.2077372013588605,1.251891893228369,0.615497797505266,0.0,-77.67359285833648,0.0
 6.892746180988732,5.705071438561603,4.325250195256134,143.67358772114176,-2.1963547680167173,1.1926527502456528,0.621893864676862,0.0,-78.07949319327454,0.0
 6.902335425489335,5.721833604577633,4.312584499809012,142.92486437042828,-2.1854888418132714,1.13313683917045,0.6280931654801593,0.0,-78.47116230610736,0.0
 6.911969516372009,5.738424117650444,4.299701133333404,142.16886606110216,-2.175148110241124,1.0733479368296597,0.6340793154720774,0.0,-78.84779205786745,0.0
 6.921647817986855,5.754840710032374,4.286598638576299,141.40575334790148,-2.165341186446508,1.013289746991591,0.6398358670891571,0.0,-79.20857666661725,0.0
 6.9313696621031795,5.771081113975759,4.273275558284684,140.6356999128727,-2.1560766004251306,0.9529659096077379,0.6453463858110446,0.0,-79.55271573634042,0.0
 6.941134347939011,5.787143061732935,4.25973043520555,139.85889263632012,-2.147362790064451,0.8923800014849906,0.6505945308701131,0.0,-79.87941743293908,0.0
 6.95094114228387,5.803024285556237,4.245961812085882,139.0755316171681,-2.1392080921476135,0.8315355283362292,0.6555641399759609,0.0,-80.18790176685803,0.0
